SKU,Sending plant,Sending Warehouse,Factory,Material document number,Booking Date,year,Reference,Receiving plant,Receiving Warehouse,Product Type,Number of PKT,Number of master,Number of pallet,Product Group,Month,week_of_year,Class,Cross Transfer Cost
2202334,4135,Langenhagen,3D_RAD,4900005079,02/01/23,2023,4032400846,4156,Krefeld,Blu,120.0,10.0,0.090909091,E-VAPOUR,1,1,CX,50.0
2193134,4156,Krefeld,3D_TCI,4900005119,02/01/23,2023,4032400847,4135,Langenhagen,Blu,120.0,10.0,0.0490196078431372,E-VAPOUR,1,1,,6.59
2193148,4156,Krefeld,3D_TCI,4900005119,02/01/23,2023,4032400847,4135,Langenhagen,Blu,120.0,10.0,0.0490196078431372,E-VAPOUR,1,1,,6.59
2198121,4135,Langenhagen,3D_TCI,4900006586,03/01/23,2023,4032400851,4164,Meerane,Blu,204.0,17.0,0.083333333,E-VAPOUR,1,1,CX,4.722222222222222
2198123,4135,Langenhagen,3D_TCI,4900006586,03/01/23,2023,4032400851,4164,Meerane,Blu,408.0,34.0,0.1666666666666666,E-VAPOUR,1,1,CX,9.444444444444445
2198125,4135,Langenhagen,3D_TCI,4900006586,03/01/23,2023,4032400851,4164,Meerane,Blu,408.0,34.0,0.1666666666666666,E-VAPOUR,1,1,CX,9.444444444444445
2198128,4135,Langenhagen,3D_TCI,4900006586,03/01/23,2023,4032400851,4164,Meerane,Blu,120.0,10.0,0.0490196078431372,E-VAPOUR,1,1,CX,2.777777777777778
2198135,4135,Langenhagen,3D_TCI,4900006586,03/01/23,2023,4032400851,4164,Meerane,Blu,408.0,34.0,0.1666666666666666,E-VAPOUR,1,1,CX,9.444444444444445
2198136,4135,Langenhagen,3D_TCI,4900006586,03/01/23,2023,4032400851,4164,Meerane,Blu,204.0,17.0,0.083333333,E-VAPOUR,1,1,CX,4.722222222222222
2198137,4135,Langenhagen,3D_TCI,4900006586,03/01/23,2023,4032400851,4164,Meerane,Blu,408.0,34.0,0.1666666666666666,E-VAPOUR,1,1,CX,9.444444444444445
2191121,4156,Krefeld,3D_MAG,4900011852,03/01/23,2023,4032401797,4135,Langenhagen,Hülsen,200.0,20.0,1.0,others,1,1,CX,3.0360937500000005
2196700,4156,Krefeld,TAR,4900011852,03/01/23,2023,4032401797,4135,Langenhagen,Cigaretten,900.0,36.0,1.0,FMC_PrivateLabel,1,1,CY,3.0360937500000005
2196707,4156,Krefeld,TAR,4900011852,03/01/23,2023,4032401797,4135,Langenhagen,Cigaretten,3360.0,112.0,3.111111111111111,FMC_PrivateLabel,1,1,CY,9.445625000000003
2199736,4156,Krefeld,RAD,4900011852,03/01/23,2023,4032401797,4135,Langenhagen,MYO,240.0,40.0,2.0,FCT_A-Marke,1,1,CX,6.072187500000001
2196707,4177,Dreieich,TAR,4900011892,03/01/23,2023,4032401799,4164,Meerane,Cigaretten,3240.0,108.0,3.0000000000000004,FMC_PrivateLabel,1,1,CY,313.50000000000006
2204383,4177,Dreieich,TAR,4900011892,03/01/23,2023,4032401799,4164,Meerane,MYO,224.0,28.0,1.0,FCT_A-Marke,1,1,CX,104.5
2198117,4135,Langenhagen,3D_TCI,4900012739,04/01/23,2023,4032401800,4177,Dreieich,Blu,612.0,51.0,0.25,E-VAPOUR,1,1,CX,15.000000000000002
2198120,4135,Langenhagen,3D_TCI,4900012739,04/01/23,2023,4032401800,4177,Dreieich,Blu,204.0,17.0,0.083333333,E-VAPOUR,1,1,CX,5.0
2198121,4135,Langenhagen,3D_TCI,4900012739,04/01/23,2023,4032401800,4177,Dreieich,Blu,204.0,17.0,0.083333333,E-VAPOUR,1,1,CX,5.0
2198127,4135,Langenhagen,3D_TCI,4900012739,04/01/23,2023,4032401800,4177,Dreieich,Blu,204.0,17.0,0.083333333,E-VAPOUR,1,1,CX,5.0
2198135,4135,Langenhagen,3D_TCI,4900012739,04/01/23,2023,4032401800,4177,Dreieich,Blu,408.0,34.0,0.1666666666666666,E-VAPOUR,1,1,CX,10.0
2198137,4135,Langenhagen,3D_TCI,4900012739,04/01/23,2023,4032401800,4177,Dreieich,Blu,408.0,34.0,0.1666666666666666,E-VAPOUR,1,1,CX,10.0
2204545,4135,Langenhagen,RAD,4900020296,04/01/23,2023,4032403387,4156,Krefeld,Cigaretten,900.0,30.0,1.0,FMC_A-Marke,1,1,CX,293.91
2198117,4135,Langenhagen,3D_TCI,4900020297,04/01/23,2023,4032403388,4164,Meerane,Blu,612.0,51.0,0.25,E-VAPOUR,1,1,CX,168.21825
2198119,4135,Langenhagen,3D_TCI,4900020297,04/01/23,2023,4032403388,4164,Meerane,Blu,408.0,34.0,0.1666666666666666,E-VAPOUR,1,1,CX,112.1455
2198121,4135,Langenhagen,3D_TCI,4900020297,04/01/23,2023,4032403388,4164,Meerane,Blu,204.0,17.0,0.083333333,E-VAPOUR,1,1,CX,56.07275
2198123,4135,Langenhagen,3D_TCI,4900020297,04/01/23,2023,4032403388,4164,Meerane,Blu,204.0,17.0,0.083333333,E-VAPOUR,1,1,CX,56.07275
2198137,4135,Langenhagen,3D_TCI,4900020297,04/01/23,2023,4032403388,4164,Meerane,Blu,204.0,17.0,0.083333333,E-VAPOUR,1,1,CX,56.07275
2204383,4177,Dreieich,TAR,4900020302,04/01/23,2023,4032403389,4135,Langenhagen,MYO,672.0,84.0,3.0,FCT_A-Marke,1,1,CX,338.25
2204387,4177,Dreieich,TAR,4900020302,04/01/23,2023,4032403389,4135,Langenhagen,MYO,540.0,54.0,1.0,FCT_A-Marke,1,1,BY,112.75
2204383,4177,Dreieich,TAR,4900020344,04/01/23,2023,4032403390,4156,Krefeld,MYO,895.9999999999999,112.0,4.0,FCT_A-Marke,1,1,CX,429.0
2196700,4156,Krefeld,TAR,4900029347,05/01/23,2023,4032404681,4164,Meerane,Cigaretten,1800.0,72.0,2.0,FMC_PrivateLabel,1,1,CY,528.33
2202451,4177,Dreieich,TAR,4900029349,05/01/23,2023,4032404682,4135,Langenhagen,Cigaretten,3240.0,108.0,3.0000000000000004,FMC_A-Marke,1,1,CY,338.25000000000006
2204387,4177,Dreieich,TAR,4900029349,05/01/23,2023,4032404682,4135,Langenhagen,MYO,540.0,54.0,1.0,FCT_A-Marke,1,1,BY,112.75
2199037,4135,Langenhagen,RAD,4900030776,06/01/23,2023,4032404683,4177,Dreieich,Cigaretten,925.0,37.0,1.0277777777777777,FMC_PrivateLabel,1,1,CZ,50.0
2193132,4156,Krefeld,3D_TCI,4900037310,06/01/23,2023,4032405857,4135,Langenhagen,Blu,93.0,7.750000000000001,0.0379901960784313,E-VAPOUR,1,1,,0.2366416700282372
2199736,4156,Krefeld,RAD,4900037310,06/01/23,2023,4032405857,4135,Langenhagen,MYO,360.0,60.0,3.0,FCT_A-Marke,1,1,CX,18.68705832997176
2186473,4177,Dreieich,WIL,4900045770,09/01/23,2023,4032406726,4164,Meerane,Papier,4.0,0.1,0.002380952,others,1,2,BX,0.4116198916789759
2198914,4177,Dreieich,RAD,4900045770,09/01/23,2023,4032406726,4164,Meerane,Cigaretten,2125.0,85.0,2.833333333333333,FMC_PrivateLabel,1,2,CY,489.82767109798135
2203265,4177,Dreieich,TAR,4900045770,09/01/23,2023,4032406726,4164,Meerane,Cigaretten,2160.0,72.0,2.0,FMC_A-Marke,1,2,CX,345.7607090103397
2196703,4177,Dreieich,TAR,4900045904,09/01/23,2023,4032406727,4156,Krefeld,Cigaretten,4320.0,144.00000000000003,4.000000000000001,FMC_PrivateLabel,1,2,CY,429.0
2196700,4156,Krefeld,TAR,4900055774,10/01/23,2023,4032408197,4164,Meerane,Cigaretten,275.0,11.0,0.3055555555555556,FMC_PrivateLabel,1,2,CY,107.49877698386584
2196702,4156,Krefeld,TAR,4900055774,10/01/23,2023,4032408197,4164,Meerane,Cigaretten,750.0,30.0,0.8333333333333334,FMC_PrivateLabel,1,2,CY,293.1784826832705
2196703,4156,Krefeld,TAR,4900055774,10/01/23,2023,4032408197,4164,Meerane,Cigaretten,147.98958333333334,4.932986111111112,0.1370273919753086,FMC_PrivateLabel,1,2,CY,48.20817944
2196704,4156,Krefeld,TAR,4900055774,10/01/23,2023,4032408197,4164,Meerane,Cigaretten,125.0,5.0,0.2777777777777778,FMC_PrivateLabel,1,2,CX,97.72616089
2196703,4177,Dreieich,TAR,4900055787,10/01/23,2023,4032408198,4135,Langenhagen,Cigaretten,4080.0,136.0,3.7777777777777777,FMC_PrivateLabel,1,2,CY,451.0
2171451,4177,Dreieich,SE_SKR,4900055836,10/01/23,2023,4032408199,4164,Meerane,Chewing Tobacco,192.0,4.0,0.1666666666666666,others,1,2,CY,30.96296296296296
2171452,4177,Dreieich,SE_SKR,4900055836,10/01/23,2023,4032408199,4164,Meerane,Chewing Tobacco,96.0,2.0,0.083333333,others,1,2,CZ,15.48148148148148
2186473,4177,Dreieich,WIL,4900055836,10/01/23,2023,4032408199,4164,Meerane,Papier,280.0,7.0,0.1666666666666666,others,1,2,BX,30.96296296296296
2196703,4177,Dreieich,TAR,4900055836,10/01/23,2023,4032408199,4164,Meerane,Cigaretten,4410.0,147.0,4.083333333333333,FMC_PrivateLabel,1,2,CY,758.5925925925925
2196702,4156,Krefeld,TAR,4900055851,10/01/23,2023,4032408200,4177,Dreieich,Cigaretten,400.0,16.0,0.4444444444444444,FMC_PrivateLabel,1,2,CY,268.8174962
2196704,4156,Krefeld,TAR,4900055851,10/01/23,2023,4032408200,4177,Dreieich,Cigaretten,100.0,4.0,0.2222222222222222,FMC_PrivateLabel,1,2,CX,134.4087481146305
2202475,4156,Krefeld,LGH,4900055851,10/01/23,2023,4032408200,4177,Dreieich,Cigaretten,70.0,2.8000000000000003,0.07,FMC_A-Marke,1,2,CX,42.33875565610861
2196700,4135,Langenhagen,TAR,4900057255,11/01/23,2023,4032408203,4177,Dreieich,Cigaretten,275.0,11.0,0.3055555555555556,FMC_PrivateLabel,1,2,CY,1.2415349887133185
2196709,4135,Langenhagen,RAD,4900057255,11/01/23,2023,4032408203,4177,Dreieich,Cigaretten,7500.0,300.0,10.0,FMC_PrivateLabel,1,2,BX,40.63205417607224
2198917,4135,Langenhagen,RAD,4900057255,11/01/23,2023,4032408203,4177,Dreieich,Cigaretten,1800.0,72.0,2.0,FMC_PrivateLabel,1,2,CZ,8.126410835214447
2197879,4164,Meerane,LGH,4900064811,12/01/23,2023,4032409821,4177,Dreieich,Cigaretten,1079.9999999999998,35.99999999999999,0.9999999999999998,FMC_A-Marke,1,2,CY,23.253030303030304
2198890,4164,Meerane,LGH,4900064811,12/01/23,2023,4032409821,4177,Dreieich,Cigaretten,2250.0,90.0,3.0,FMC_PrivateLabel,1,2,CX,69.75909090909093
2198894,4164,Meerane,LGH,4900064811,12/01/23,2023,4032409821,4177,Dreieich,Cigaretten,2250.0,90.0,3.0,FMC_PrivateLabel,1,2,CX,69.75909090909093
2198906,4164,Meerane,LGH,4900064811,12/01/23,2023,4032409821,4177,Dreieich,MYO,1260.0,210.0,6.0,others,1,2,CX,139.51818181818186
2198911,4164,Meerane,RAD,4900064811,12/01/23,2023,4032409821,4177,Dreieich,Cigaretten,7500.0,300.0,10.0,FMC_PrivateLabel,1,2,CZ,232.5303030303031
2198912,4164,Meerane,RAD,4900064811,12/01/23,2023,4032409821,4177,Dreieich,Cigaretten,4500.0,180.0,6.0,FMC_PrivateLabel,1,2,CZ,139.51818181818186
2198913,4164,Meerane,RAD,4900064811,12/01/23,2023,4032409821,4177,Dreieich,Cigaretten,750.0,30.0,1.0,FMC_PrivateLabel,1,2,BX,23.253030303030307
2198915,4164,Meerane,RAD,4900064811,12/01/23,2023,4032409821,4177,Dreieich,Cigaretten,1050.0,42.0,1.0,FMC_PrivateLabel,1,2,CY,23.253030303030307
2198917,4164,Meerane,RAD,4900064811,12/01/23,2023,4032409821,4177,Dreieich,Cigaretten,1800.0,72.0,2.0,FMC_PrivateLabel,1,2,CZ,46.506060606060615
2198902,4135,Langenhagen,TAR,4900064822,12/01/23,2023,4032409822,4156,Krefeld,Cigaretten,2600.0,104.0,3.466666666666667,FMC_PrivateLabel,1,2,CY,34.66666666666667
2198912,4135,Langenhagen,RAD,4900064822,12/01/23,2023,4032409822,4156,Krefeld,Cigaretten,1150.0,46.00000000000001,1.5333333333333337,FMC_PrivateLabel,1,2,CZ,15.333333333333336
2196709,4135,Langenhagen,RAD,4900064826,12/01/23,2023,4032409823,4177,Dreieich,Cigaretten,7500.0,300.0,10.0,FMC_PrivateLabel,1,2,BX,50.0
2198120,4135,Langenhagen,3D_TCI,4900075028,12/01/23,2023,4032411226,4156,Krefeld,Blu,204.0,17.0,0.083333333,E-VAPOUR,1,2,CX,36.47794736842105
2198121,4135,Langenhagen,3D_TCI,4900075028,12/01/23,2023,4032411226,4156,Krefeld,Blu,204.0,17.0,0.083333333,E-VAPOUR,1,2,CX,36.47794736842105
2198123,4135,Langenhagen,3D_TCI,4900075028,12/01/23,2023,4032411226,4156,Krefeld,Blu,408.0,34.0,0.1666666666666666,E-VAPOUR,1,2,CX,72.95589474
2198130,4135,Langenhagen,3D_TCI,4900075028,12/01/23,2023,4032411226,4156,Krefeld,Blu,204.0,17.0,0.083333333,E-VAPOUR,1,2,CX,36.47794736842105
2198137,4135,Langenhagen,3D_TCI,4900075028,12/01/23,2023,4032411226,4156,Krefeld,Blu,408.0,34.0,0.1666666666666666,E-VAPOUR,1,2,CX,72.95589474
2205088,4135,Langenhagen,JOU,4900075028,12/01/23,2023,4032411226,4156,Krefeld,RYO,120.0,10.0,0.2083333333333333,FCT_A-Marke,1,2,CY,91.19486842105265
2198121,4135,Langenhagen,3D_TCI,4900075081,12/01/23,2023,4032411227,4164,Meerane,Blu,612.0,51.0,0.25,E-VAPOUR,1,2,CX,55.27669148936171
2198123,4135,Langenhagen,3D_TCI,4900075081,12/01/23,2023,4032411227,4164,Meerane,Blu,612.0,51.0,0.25,E-VAPOUR,1,2,CX,55.27669148936171
2198130,4135,Langenhagen,3D_TCI,4900075081,12/01/23,2023,4032411227,4164,Meerane,Blu,204.0,17.0,0.083333333,E-VAPOUR,1,2,CX,18.425563829787237
2198137,4135,Langenhagen,3D_TCI,4900075081,12/01/23,2023,4032411227,4164,Meerane,Blu,816.0,68.0,0.3333333333333333,E-VAPOUR,1,2,CX,73.70225531914893
2204391,4135,Langenhagen,RAD,4900075081,12/01/23,2023,4032411227,4164,Meerane,MYO,539.9999999999999,45.0,3.0,FCT_A-Marke,1,2,CX,663.3202978723403
2198121,4135,Langenhagen,3D_TCI,4900075131,12/01/23,2023,4032411228,4177,Dreieich,Blu,204.0,17.0,0.083333333,E-VAPOUR,1,2,CX,93.2044027565084
2198130,4135,Langenhagen,3D_TCI,4900075131,12/01/23,2023,4032411228,4177,Dreieich,Blu,204.0,17.0,0.083333333,E-VAPOUR,1,2,CX,93.2044027565084
2198137,4135,Langenhagen,3D_TCI,4900075131,12/01/23,2023,4032411228,4177,Dreieich,Blu,408.0,34.0,0.1666666666666666,E-VAPOUR,1,2,CX,186.40880551301683
2202475,4135,Langenhagen,LGH,4900075131,12/01/23,2023,4032411228,4177,Dreieich,Cigaretten,102.0,4.08,0.102,FMC_A-Marke,1,2,CX,114.08218897396632
2207945,4177,Dreieich,TAR,4900075170,12/01/23,2023,4032411229,4135,Langenhagen,MYO,895.9999999999999,112.0,4.0,FCT_A-Marke,1,2,CX,451.0
2186473,4177,Dreieich,WIL,4900075172,12/01/23,2023,4032411230,4164,Meerane,Papier,280.0,7.0,0.1666666666666666,others,1,2,BX,31.74683544303797
2196706,4177,Dreieich,TAR,4900075172,12/01/23,2023,4032411230,4164,Meerane,Cigaretten,2000.0,80.0,2.2222222222222223,FMC_PrivateLabel,1,2,CY,423.2911392405063
2203266,4177,Dreieich,TAR,4900075172,12/01/23,2023,4032411230,4164,Meerane,Cigaretten,2160.0,72.0,2.0,FMC_A-Marke,1,2,BZ,380.9620253164557
2198911,4135,Langenhagen,RAD,4900076097,13/01/23,2023,4032411231,4156,Krefeld,Cigaretten,2250.0,90.0,3.0,FMC_PrivateLabel,1,2,CZ,50.0
2196707,4135,Langenhagen,TAR,4900076108,13/01/23,2023,4032411232,4164,Meerane,Cigaretten,29.0,0.9666666666666668,0.0268518518518518,FMC_PrivateLabel,1,2,CY,50.0
2196709,4135,Langenhagen,RAD,4900076152,13/01/23,2023,4032411233,4177,Dreieich,Cigaretten,9750.0,390.0,13.0,FMC_PrivateLabel,1,2,BX,40.625
2204391,4135,Langenhagen,RAD,4900076152,13/01/23,2023,4032411233,4177,Dreieich,MYO,539.9999999999999,45.0,3.0,FCT_A-Marke,1,2,CX,9.375
2198117,4135,Langenhagen,3D_TCI,4900084433,13/01/23,2023,4032412234,4156,Krefeld,Blu,612.0,51.0,0.25,E-VAPOUR,1,2,CX,131.09325
2198119,4135,Langenhagen,3D_TCI,4900084433,13/01/23,2023,4032412234,4156,Krefeld,Blu,612.0,51.0,0.25,E-VAPOUR,1,2,CX,131.09325
2198126,4135,Langenhagen,3D_TCI,4900084433,13/01/23,2023,4032412234,4156,Krefeld,Blu,408.0,34.0,0.1666666666666666,E-VAPOUR,1,2,CX,87.39550000000001
2198117,4135,Langenhagen,3D_TCI,4900084517,13/01/23,2023,4032412235,4164,Meerane,Blu,408.0,34.0,0.1666666666666666,E-VAPOUR,1,2,CX,144.603
2198118,4135,Langenhagen,3D_TCI,4900084517,13/01/23,2023,4032412235,4164,Meerane,Blu,204.0,17.0,0.083333333,E-VAPOUR,1,2,CX,72.3015
2198119,4135,Langenhagen,3D_TCI,4900084517,13/01/23,2023,4032412235,4164,Meerane,Blu,612.0,51.0,0.25,E-VAPOUR,1,2,CX,216.9045
2198117,4135,Langenhagen,3D_TCI,4900084598,13/01/23,2023,4032412236,4177,Dreieich,Blu,612.0,51.0,0.25,E-VAPOUR,1,2,CX,363.777
2198118,4135,Langenhagen,3D_TCI,4900084598,13/01/23,2023,4032412236,4177,Dreieich,Blu,204.0,17.0,0.083333333,E-VAPOUR,1,2,CX,121.259
2196704,4156,Krefeld,TAR,4900084687,13/01/23,2023,4032412237,4135,Langenhagen,Cigaretten,750.0,30.0,1.6666666666666667,FMC_PrivateLabel,1,2,CX,197.56513157894736
2198914,4156,Krefeld,RAD,4900084687,13/01/23,2023,4032412237,4135,Langenhagen,Cigaretten,1050.0,42.0,1.4,FMC_PrivateLabel,1,2,CY,165.95471052631575
2207945,4156,Krefeld,TAR,4900084687,13/01/23,2023,4032412237,4135,Langenhagen,MYO,448.0,55.99999999999999,2.0,FCT_A-Marke,1,2,CX,237.0781578947368
2197764,4164,Meerane,CAN,4900084760,13/01/23,2023,4032412238,4135,Langenhagen,Cigarren,450.0,15.000000000000002,0.4166666666666667,others,1,2,CX,49.544817073170734
2207945,4164,Meerane,TAR,4900084760,13/01/23,2023,4032412238,4135,Langenhagen,MYO,672.0,84.0,3.0,FCT_A-Marke,1,2,CX,356.72268292682924
2202334,4164,Meerane,3D_RAD,4900084761,13/01/23,2023,4032412239,4177,Dreieich,Blu,360.0,30.000000000000004,0.2727272727272727,E-VAPOUR,1,2,CX,438.945
2196706,4177,Dreieich,TAR,4900084774,13/01/23,2023,4032412240,4135,Langenhagen,Cigaretten,1100.0,44.0,1.2222222222222223,FMC_PrivateLabel,1,2,CY,261.10526315789474
2198898,4177,Dreieich,TAR,4900084774,13/01/23,2023,4032412240,4135,Langenhagen,Cigaretten,1800.0,72.0,2.0,FMC_PrivateLabel,1,2,CX,427.2631578947368
2203189,4177,Dreieich,TAR,4900084774,13/01/23,2023,4032412240,4135,Langenhagen,Cigaretten,900.0,36.0,1.0,FMC_A-Marke,1,2,CX,213.6315789473684
2203189,4177,Dreieich,TAR,4900084779,13/01/23,2023,4032412241,4156,Krefeld,Cigaretten,900.0,36.0,1.0,FMC_A-Marke,1,2,CX,429.0
2196703,4177,Dreieich,TAR,4900085011,13/01/23,2023,4032412242,4164,Meerane,Cigaretten,1080.0,36.00000000000001,1.0000000000000002,FMC_PrivateLabel,1,2,CY,139.08606921029283
2196734,4177,Dreieich,TAR,4900085011,13/01/23,2023,4032412242,4164,Meerane,Cigaretten,4.0,0.16,0.005333333,FMC_PrivateLabel,1,2,CZ,0.7417923691215617
2198915,4177,Dreieich,RAD,4900085011,13/01/23,2023,4032412242,4164,Meerane,Cigaretten,1050.0,42.0,1.0,FMC_PrivateLabel,1,2,CY,139.0860692102928
2203190,4177,Dreieich,TAR,4900085011,13/01/23,2023,4032412242,4164,Meerane,Cigaretten,900.0,36.0,1.0,FMC_A-Marke,1,2,CX,139.0860692102928
2198896,4135,Langenhagen,TAR,4900085474,16/01/23,2023,4032412244,4177,Dreieich,Cigaretten,930.0,31.0,1.0333333333333334,FMC_PrivateLabel,1,3,CY,6.431535269709545
2204391,4135,Langenhagen,RAD,4900085474,16/01/23,2023,4032412244,4177,Dreieich,MYO,900.0,75.0,5.0,FCT_A-Marke,1,3,CX,31.12033195020747
2204551,4135,Langenhagen,LGH,4900085474,16/01/23,2023,4032412244,4177,Dreieich,Cigaretten,1500.0,60.0,2.0,FMC_A-Marke,1,3,CY,12.448132780082988
2198901,4164,Meerane,RAD,4900086097,16/01/23,2023,4032412245,4135,Langenhagen,Cigaretten,11250.0,450.0,15.0,FMC_PrivateLabel,1,3,BX,363.2270943396226
2198903,4164,Meerane,TAR,4900086097,16/01/23,2023,4032412245,4135,Langenhagen,Cigaretten,6299.999999999999,210.0,7.0,FMC_PrivateLabel,1,3,BY,169.50597735849055
2198908,4164,Meerane,RAD,4900086097,16/01/23,2023,4032412245,4135,Langenhagen,Cigaretten,575.0,23.0,0.5476190476190477,FMC_PrivateLabel,1,3,CZ,13.260671698113208
2204387,4164,Meerane,TAR,4900086097,16/01/23,2023,4032412245,4135,Langenhagen,MYO,4320.0,432.0,8.0,FCT_A-Marke,1,3,BY,193.72111698113204
2207945,4164,Meerane,TAR,4900086097,16/01/23,2023,4032412245,4135,Langenhagen,MYO,224.0,28.0,1.0,FCT_A-Marke,1,3,CX,24.215139622641505
2198914,4156,Krefeld,RAD,4900094912,16/01/23,2023,4032413042,4164,Meerane,Cigaretten,2250.0,90.0,3.0,FMC_PrivateLabel,1,3,CY,229.3585714285714
2204410,4156,Krefeld,TAR,4900094912,16/01/23,2023,4032413042,4164,Meerane,MYO,2160.0,216.0,4.0,FCT_A-Marke,1,3,CY,305.8114285714285
2204390,4177,Dreieich,TAR,4900095033,16/01/23,2023,4032413044,4135,Langenhagen,MYO,896.0000000000001,112.0,4.000000000000001,FCT_A-Marke,1,3,CX,451.0
2204416,4177,Dreieich,TAR,4900095119,16/01/23,2023,4032413045,4156,Krefeld,MYO,1728.0,216.0,4.0,FCT_A-Marke,1,3,CY,429.0
2196702,4177,Dreieich,TAR,4900095298,16/01/23,2023,4032413046,4164,Meerane,Cigaretten,500.0,20.0,0.5555555555555556,FMC_PrivateLabel,1,3,CY,57.56168831168831
2196703,4177,Dreieich,TAR,4900095298,16/01/23,2023,4032413046,4164,Meerane,Cigaretten,2160.0,72.00000000000001,2.0000000000000004,FMC_PrivateLabel,1,3,CY,207.22207792207797
2196707,4177,Dreieich,TAR,4900095298,16/01/23,2023,4032413046,4164,Meerane,Cigaretten,2160.0,72.00000000000001,2.0000000000000004,FMC_PrivateLabel,1,3,CY,207.22207792207797
2203278,4177,Dreieich,TAR,4900095298,16/01/23,2023,4032413046,4164,Meerane,Cigaretten,900.0,36.0,1.0,FMC_A-Marke,1,3,CX,103.61103896103896
2204390,4177,Dreieich,TAR,4900095298,16/01/23,2023,4032413046,4164,Meerane,MYO,672.0,84.0,3.0,FCT_A-Marke,1,3,CX,310.8331168831169
2204391,4135,Langenhagen,RAD,4900096943,17/01/23,2023,4032413048,4164,Meerane,MYO,900.0,75.0,5.0,FCT_A-Marke,1,3,CX,50.0
2196707,4177,Dreieich,TAR,4900106359,17/01/23,2023,4032414708,4135,Langenhagen,Cigaretten,1080.0,36.00000000000001,1.0000000000000002,FMC_PrivateLabel,1,3,CY,93.29083333333335
2198914,4177,Dreieich,RAD,4900106359,17/01/23,2023,4032414708,4135,Langenhagen,Cigaretten,1500.0,60.0,2.0,FMC_PrivateLabel,1,3,CY,186.58166666666665
2198915,4177,Dreieich,RAD,4900106359,17/01/23,2023,4032414708,4135,Langenhagen,Cigaretten,2100.0,84.0,2.0,FMC_PrivateLabel,1,3,CY,186.58166666666665
2204387,4177,Dreieich,TAR,4900106359,17/01/23,2023,4032414708,4135,Langenhagen,MYO,2160.0,216.0,4.0,FCT_A-Marke,1,3,BY,373.1633333333333
2207945,4177,Dreieich,TAR,4900106359,17/01/23,2023,4032414708,4135,Langenhagen,MYO,672.0,84.0,3.0,FCT_A-Marke,1,3,CX,279.8725
2171451,4177,Dreieich,SE_SKR,4900106457,17/01/23,2023,4032414709,4164,Meerane,Chewing Tobacco,96.0,2.0,0.083333333,others,1,3,CY,9.294964028776976
2171452,4177,Dreieich,SE_SKR,4900106457,17/01/23,2023,4032414709,4164,Meerane,Chewing Tobacco,144.0,3.0,0.125,others,1,3,CZ,13.942446043165464
2196700,4177,Dreieich,TAR,4900106457,17/01/23,2023,4032414709,4164,Meerane,Cigaretten,1350.0,54.0,1.5,FMC_PrivateLabel,1,3,CY,167.3093525179856
2198122,4177,Dreieich,3D_TCI,4900106457,17/01/23,2023,4032414709,4164,Meerane,Blu,60.0,5.0,0.0245098039215686,E-VAPOUR,1,3,CX,2.733812949640287
2198131,4177,Dreieich,3D_TCI,4900106457,17/01/23,2023,4032414709,4164,Meerane,Blu,36.0,3.0,0.0147058823529411,E-VAPOUR,1,3,CX,1.6402877697841722
2204390,4177,Dreieich,TAR,4900106457,17/01/23,2023,4032414709,4164,Meerane,MYO,448.00000000000006,56.00000000000001,2.0000000000000004,FCT_A-Marke,1,3,CX,223.07913669064752
2198120,4135,Langenhagen,3D_TCI,4900106463,17/01/23,2023,4032414711,4156,Krefeld,Blu,120.0,10.0,0.0490196078431372,E-VAPOUR,1,3,CX,10.329606413994169
2198121,4135,Langenhagen,3D_TCI,4900106463,17/01/23,2023,4032414711,4156,Krefeld,Blu,612.0,51.0,0.25,E-VAPOUR,1,3,CX,52.68099271137026
2198124,4135,Langenhagen,3D_TCI,4900106463,17/01/23,2023,4032414711,4156,Krefeld,Blu,72.0,6.0,0.0294117647058823,E-VAPOUR,1,3,CX,6.197763848396502
2198125,4135,Langenhagen,3D_TCI,4900106463,17/01/23,2023,4032414711,4156,Krefeld,Blu,204.0,17.0,0.083333333,E-VAPOUR,1,3,CX,17.560330903790085
2198126,4135,Langenhagen,3D_TCI,4900106463,17/01/23,2023,4032414711,4156,Krefeld,Blu,204.0,17.0,0.083333333,E-VAPOUR,1,3,CX,17.560330903790085
2198129,4135,Langenhagen,3D_TCI,4900106463,17/01/23,2023,4032414711,4156,Krefeld,Blu,48.0,4.0,0.019607843,E-VAPOUR,1,3,CX,4.131842565597667
2198136,4135,Langenhagen,3D_TCI,4900106463,17/01/23,2023,4032414711,4156,Krefeld,Blu,408.0,34.0,0.1666666666666666,E-VAPOUR,1,3,CX,35.12066180758017
2203191,4135,Langenhagen,RAD,4900106463,17/01/23,2023,4032414711,4156,Krefeld,Cigaretten,1050.0,42.0,1.0,FMC_A-Marke,1,3,CX,210.72397084548103
2198129,4135,Langenhagen,3D_TCI,4900106466,17/01/23,2023,4032414712,4164,Meerane,Blu,36.0,3.0,0.0147058823529411,E-VAPOUR,1,3,CX,50.0
2198909,4156,Krefeld,RAD,4900106538,17/01/23,2023,4032414713,4135,Langenhagen,Cigaretten,2700.0,108.0,3.0,FMC_PrivateLabel,1,3,CZ,226.4207010309278
